,Username,Date,Text,Compound Score,Negative Score,Neutral Score,Positive Score,Tweets Ago
409,New York Times,Mon Apr 09 20:20:05 +0000 2018,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/t0vZnfpiPB,0.0258,0.0,0.939,0.061,10
410,New York Times,Mon Apr 09 20:10:06 +0000 2018,"RT @coopnytimes: How a Philly cheesesteak goes from the grill to @CarnegieHall, with @PhilOrch and  @nezetseguin, via @todopera  https://t.…",0.0,0.0,1.0,0.0,11
411,New York Times,Mon Apr 09 20:06:34 +0000 2018,"RT @kevinroose: Scoop: Mark Zuckerberg personally emailed activists in Myanmar last week, after they accused him of inaction toward FB-fuel…",-0.3818,0.184,0.746,0.07,12
412,New York Times,Mon Apr 09 20:04:49 +0000 2018,"Breaking News: The FBI raided the office of President Trump’s personal lawyer, seizing records on many topics, incl… https://t.co/bacTToVwCx",0.0,0.0,1.0,0.0,13
413,New York Times,Mon Apr 09 20:02:36 +0000 2018,"RT @amyfiscus: NEW: Federal agents raided the office today of Michael Cohen, Trump’s lawyer https://t.co/dOoQMEY2rO",0.0,0.0,1.0,0.0,14
414,New York Times,Mon Apr 09 20:00:09 +0000 2018,"“We didn’t take a broad enough view of our responsibility, and that was a big mistake,” Mark Zuckerberg wrote in hi… https://t.co/2anbudHMd5",0.0,0.0,1.0,0.0,15
415,New York Times,Mon Apr 09 19:50:06 +0000 2018,"As evidenced by its latest trailer, “Solo: A Star Wars Story” will be far from a solo mission https://t.co/t4BjrBHHxw",-0.5574,0.184,0.816,0.0,16
416,New York Times,Mon Apr 09 19:40:03 +0000 2018,"“New York in the early ’80s was like the wild, wild West; anything could happen, there was so much possibility.” https://t.co/vE2Mo4hkRt",0.3612,0.0,0.889,0.111,17
417,New York Times,Mon Apr 09 19:30:05 +0000 2018,RT @SteveLohr: What European-style privacy rules may mean for Facebook. https://t.co/Vya2AgcDuy @NatashaNYT explains,0.0,0.0,1.0,0.0,18
418,New York Times,Mon Apr 09 19:20:06 +0000 2018,A body found floating near the California coast may belong to one of the 3 teenagers still missing after their fami… https://t.co/lylvDA3rc1,-0.296,0.104,0.896,0.0,19
419,New York Times,Mon Apr 09 19:10:06 +0000 2018,"Congestion pricing was a major priority for the governor, businesses and activists. Now it’s nearly dead. The obsta… https://t.co/o9C5BoCqkW",-0.6486,0.202,0.798,0.0,20
420,New York Times,Mon Apr 09 19:00:07 +0000 2018,"RT @jazzedloon: I interviewed Cynthia Nixon, who loves New York State almost as much as she loves talking spicy about Cuomo https://t.co/f5…",0.8126,0.0,0.72,0.28,21
421,New York Times,Mon Apr 09 18:50:05 +0000 2018,It's simple but loaded with flavor https://t.co/N8VwOWA1ow,0.0,0.0,1.0,0.0,22
422,New York Times,Mon Apr 09 18:40:03 +0000 2018,"There’s something admirable about a show so defiantly opposed to change, but something frustrating, too https://t.co/Pmd3iO9LoU",-0.3716,0.201,0.679,0.12,23
423,New York Times,Mon Apr 09 18:30:11 +0000 2018,"RT @SopanDeb: At the end of 2017, Hank Azaria responded to criticism of Apu from @harikondabolu as ""upsetting."" So the show finally respond…",-0.4404,0.116,0.884,0.0,24
424,New York Times,Mon Apr 09 18:20:03 +0000 2018,"In a study across 28 companies, 76% of critical feedback given to women included comments on her personality (e.g.,… https://t.co/TUalWjJUQ1",-0.3182,0.113,0.887,0.0,25
425,New York Times,Mon Apr 09 18:06:33 +0000 2018,"Breaking News: The federal deficit is set to rise sharply, topping $1 trillion by 2020, in the first CBO estimate s… https://t.co/sinJOmbQea",-0.4019,0.114,0.886,0.0,26
426,New York Times,Mon Apr 09 18:00:21 +0000 2018,"President Trump ""is always speaking to a proximate audience; unlike other presidents, the speaking, not the speech,… https://t.co/wImyJJ353V",0.0,0.0,1.0,0.0,27
427,New York Times,Mon Apr 09 17:50:03 +0000 2018,RT @MichaelPaulson: NYC playbills from the 18th and 19th centuries will be digitized and searchable at @MuseumofCityNY with boost from @NEH…,0.4019,0.0,0.881,0.119,28
428,New York Times,Mon Apr 09 17:40:10 +0000 2018,President Trump said that he will meet with Kim Jong-un in May or early June https://t.co/c0x2DD3Qs2,0.0,0.0,1.0,0.0,29
429,New York Times,Mon Apr 09 17:30:09 +0000 2018,"“It was my mistake, and I’m sorry. I started Facebook, I run it, and I’m responsible for what happens here,” Mark Z… https://t.co/BnvctJCv1N",-0.1027,0.154,0.75,0.096,30
430,New York Times,Mon Apr 09 17:20:09 +0000 2018,"Cynthia Nixon: ""We built the Erie Canal! We can’t fix the subway? Are you kidding me?"" https://t.co/urfn3iJWvz",0.2621,0.0,0.886,0.114,31
431,New York Times,Mon Apr 09 17:10:06 +0000 2018,RT @AllMattNYT: The Facebook app used to harvest data for Cambridge Analytica had one function: to scrape profile data. There was no “in-ap…,-0.296,0.091,0.909,0.0,32
432,New York Times,Mon Apr 09 17:00:21 +0000 2018,Why you should get the new shingles vaccine https://t.co/xaK1AGl8up,0.0,0.0,1.0,0.0,33
433,New York Times,Mon Apr 09 16:50:07 +0000 2018,"Move over, Elsa. The most entertaining ice queen on Broadway is Regina George. https://t.co/ONSXYvF14Z",0.4927,0.0,0.803,0.197,34
434,New York Times,Mon Apr 09 16:45:06 +0000 2018,RT @readercenter: Confused about the trade conflict between the U.S. and China? Tweet us your questions and we will answer some LIVE from t…,-0.5574,0.173,0.827,0.0,35
435,New York Times,Mon Apr 09 16:40:06 +0000 2018,"""Perhaps for the first time in a very long time, maybe the first time ever, people are beginning to entertain the p… https://t.co/LwHMBJRCRt",0.3182,0.0,0.901,0.099,36
436,New York Times,Mon Apr 09 16:30:05 +0000 2018,"RT @jasondhorowitz: In major document on holiness, Pope Francis, seeming to brushback conservative critics, says caring for migrants and th…",0.25,0.094,0.769,0.137,37
437,New York Times,Mon Apr 09 16:20:07 +0000 2018,How Mark Zuckerberg is cramming for his congressional hearings https://t.co/BZaWkSmwz8,0.0,0.0,1.0,0.0,38
438,New York Times,Mon Apr 09 16:10:05 +0000 2018,Uber found that people who use Jump Bikes travel about the same distance as people who use the company's app to rid… https://t.co/vo7p9mA6qo,0.0,0.0,1.0,0.0,39
439,New York Times,Mon Apr 09 16:06:45 +0000 2018,Breaking News: President Trump said he’ll decide in the next 24 to 48 hours whether to retaliate militarily for the… https://t.co/pm5f4zhHkT,0.0,0.0,1.0,0.0,40
440,New York Times,Mon Apr 09 16:00:07 +0000 2018,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/5ZevGIUUfN,0.3612,0.0,0.878,0.122,41
441,New York Times,Mon Apr 09 15:50:05 +0000 2018,The signature may be going out of style https://t.co/iQpUA90mZG,0.0,0.0,1.0,0.0,42
442,New York Times,Mon Apr 09 15:40:08 +0000 2018,The leader of ISIS in northern Afghanistan has been killed by an American airstrike https://t.co/I4KySr1aMn,-0.6705,0.243,0.757,0.0,43
443,New York Times,Mon Apr 09 15:30:09 +0000 2018,RT @TimHerrera: Giving feedback isn’t easy! But @stephmit is in SL this week talking about how to be better — and less biased — at giving i…,0.8326,0.056,0.617,0.328,44
444,New York Times,Mon Apr 09 15:20:10 +0000 2018,Gov. Rick Scott made official what Floridians have suspected for months: He's running for the U.S. Senate https://t.co/2IrL7lFd1j,-0.2263,0.101,0.899,0.0,45
445,New York Times,Mon Apr 09 15:10:05 +0000 2018,The federal government’s top ethics official sent a letter to the EPA questioning Scott Pruitt's actions and asking… https://t.co/gpwZQAbPF3,0.1027,0.073,0.833,0.094,46
446,New York Times,Mon Apr 09 15:00:21 +0000 2018,"Combative, relentless and proudly impolitic, John Bolton has a kindred spirit of sorts in President Trump, a fellow… https://t.co/rDXkTyjA3G",0.6705,0.0,0.683,0.317,47
447,New York Times,Mon Apr 09 14:50:03 +0000 2018,"“Get a job,” one Chief Wahoo fan yelled, along with an expletive, at protesters at the Cleveland Indians' home open… https://t.co/OGmApH1WRA",0.1027,0.086,0.811,0.104,48
448,New York Times,Mon Apr 09 14:40:08 +0000 2018,"RT @VVFriedman: Why that rumor about Anna Wintour leaving Vogue was so powerful, and what it could mean -  https://t.co/hnJqwO6cR6",0.5598,0.0,0.833,0.167,49
449,New York Times,Mon Apr 09 14:32:06 +0000 2018,Video: Syria and Russia accused Israel of conducting aistrikes on a Syrian air base on Monday https://t.co/MxTcHGx2TG,-0.296,0.128,0.872,0.0,50
450,New York Times,Mon Apr 09 14:25:04 +0000 2018,"RT @chashomans: I went to some of Trump's post-election rallies, and had some thoughts about them, and wrote down those thoughts: https://t…",0.0,0.0,1.0,0.0,51
451,New York Times,Mon Apr 09 14:14:06 +0000 2018,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/VLXdNstvls,-0.34,0.149,0.766,0.086,52
452,New York Times,Mon Apr 09 14:00:05 +0000 2018,"Big power tensions in the Syria conflict, already running high after an apparent chemical weapons attack, ratcheted… https://t.co/JAhWKLryfR",-0.875,0.44,0.56,0.0,53
453,New York Times,Mon Apr 09 13:45:05 +0000 2018,"Tony Robbins, a life coach, apologized for saying women use #MeToo to gain ""significance"" https://t.co/ZEc5Hy3QpS",0.6908,0.0,0.678,0.322,54
454,New York Times,Mon Apr 09 13:30:07 +0000 2018,"RT @PatrickKingsley: What would happen if a far-right leader cemented power in a western state? In Viktor Orban's Hungary, it's already hap…",0.0,0.0,1.0,0.0,55
455,New York Times,Mon Apr 09 13:20:05 +0000 2018,Video: Did these women see #MeToo coming? https://t.co/NXZ3mPD44F,0.0,0.0,1.0,0.0,56
456,New York Times,Mon Apr 09 13:11:10 +0000 2018,"Friends of the art collector who died in a fire at Trump Tower said he had been trying to move since the election,… https://t.co/AADoOZvj7r",-0.4404,0.206,0.687,0.107,57
457,New York Times,Mon Apr 09 13:00:27 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/z6zdDPxTPo https://t.co/fsmzE3skCk,0.0,0.0,1.0,0.0,58
458,New York Times,Mon Apr 09 12:44:06 +0000 2018,The post-campaign campaign of Donald Trump https://t.co/EFmeLFLJgX https://t.co/nwpMojrmlE,0.0,0.0,1.0,0.0,59
459,New York Times,Mon Apr 09 12:30:04 +0000 2018,"When women have their first child between age 25 and 35, their pay never recovers, relative to that of their husban… https://t.co/68e886x9kv",-0.1027,0.062,0.938,0.0,60
460,New York Times,Mon Apr 09 12:14:03 +0000 2018,European leaders' biggest fear may be that President Trump's belligerent approach to trade will destroy the postwar… https://t.co/tjShh80JUo,-0.7717,0.295,0.705,0.0,61
461,New York Times,Mon Apr 09 11:45:04 +0000 2018,"Caring for migrants and the poor is equally as holy a pursuit as opposing abortion, Pope Francis declared https://t.co/vpN7G3cWgs",0.0258,0.139,0.717,0.143,62
462,New York Times,Mon Apr 09 11:30:06 +0000 2018,"RT @TheSteinLine: For the second straight season, one seriously sprained knee forced the Warriors to make the unkindest of roster cuts. My…",-0.6124,0.257,0.672,0.071,63
463,New York Times,Mon Apr 09 11:14:03 +0000 2018,"After a suspected chemical attack in Syria, President Trump said Iran and Russia were responsible for backing ""Anim… https://t.co/PYq05VxVKa",-0.3818,0.223,0.625,0.152,64
464,New York Times,Mon Apr 09 11:00:13 +0000 2018,"""At a certain point, you just have to do something,"" said a bookseller in Berlin who helped organize protests again… https://t.co/KRDuQhzKMH",0.0516,0.09,0.81,0.1,65
465,New York Times,Mon Apr 09 10:44:06 +0000 2018,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/c3xhGEDI7r,-0.1531,0.074,0.926,0.0,66
466,New York Times,Mon Apr 09 10:31:06 +0000 2018,"RT @nytimesworld: “We don’t want migrants to come to Hungary,” said an army reservist who voted for Viktor Orban’s party. “They are unwilli…",0.4588,0.0,0.84,0.16,67
467,New York Times,Mon Apr 09 10:17:02 +0000 2018,Six men suspected of plotting a possible attack on the Berlin half-marathon on Sunday were detained by the police https://t.co/kYJl4HlJs6,-0.7717,0.325,0.675,0.0,68
468,New York Times,Mon Apr 09 10:07:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/RNNICDJiOs https://t.co/fTtErIRrGA,0.0,0.0,1.0,0.0,69
469,New York Times,Mon Apr 09 10:00:19 +0000 2018,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/7auDlDfWBv",0.2732,0.0,0.9,0.1,70
470,New York Times,Mon Apr 09 09:44:01 +0000 2018,Syria and Russia blamed Israel for early morning airstrikes on a Syrian military base that a conflict monitoring gr… https://t.co/GtFjYhkZ8d,-0.6597,0.252,0.748,0.0,71
471,New York Times,Mon Apr 09 09:29:01 +0000 2018,"The reported chemical attack in Syria seems to have squeezed President Trump between conflicting impulses, and rais… https://t.co/mRlcTrwBJA",-0.7003,0.266,0.734,0.0,72
472,New York Times,Mon Apr 09 09:16:04 +0000 2018,"Viktor Orban, who has set about transforming Hungary from a vibrant democracy into a semi-autocratic state, appeare… https://t.co/Vx2IWPCgzc",0.5267,0.0,0.815,0.185,73
473,New York Times,Mon Apr 09 08:59:04 +0000 2018,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/PJh6QfzZ26",0.2776,0.064,0.823,0.113,74
474,New York Times,Mon Apr 09 08:46:02 +0000 2018,North Korea has told the United States that Kim Jong-un is willing to discuss denuclearization of the Korean Penins… https://t.co/B5jGai0g4G,0.4215,0.0,0.872,0.128,75
475,New York Times,Mon Apr 09 08:31:05 +0000 2018,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/CeaWbLe2qw,0.0258,0.0,0.939,0.061,76
476,New York Times,Mon Apr 09 08:16:06 +0000 2018,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/prqzE2SYC7,-0.34,0.149,0.766,0.086,77
477,New York Times,Mon Apr 09 07:59:03 +0000 2018,Jeff Sessions appointed a United States attorney to handle document production for an inquiry into the FBI's handli… https://t.co/wlGVcDXzjw,0.4215,0.0,0.859,0.141,78
478,New York Times,Mon Apr 09 07:44:04 +0000 2018,"RT @nytimesworld: Jörg Braunsdorf will order books from some right-wing publishers at the request of customers at his Berlin bookstore, but…",0.0,0.0,1.0,0.0,79
479,New York Times,Mon Apr 09 07:30:15 +0000 2018,"Sri Reddy, an Indian actress, staged a topless #MeToo protest https://t.co/NUrkj4zdMZ",-0.25,0.182,0.818,0.0,80
480,New York Times,Mon Apr 09 07:21:00 +0000 2018,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/cRx05Eb2fu",0.2732,0.0,0.9,0.1,81
481,New York Times,Mon Apr 09 07:04:56 +0000 2018,A look at some of the major episodes of suspected chemical attacks in Syria https://t.co/n6YplhtWrB,-0.5859,0.286,0.714,0.0,82
482,New York Times,Mon Apr 09 06:48:38 +0000 2018,Here's how to start a fitness routine – and stick to it https://t.co/WvY6hDtVYB,0.2732,0.0,0.826,0.174,83
483,New York Times,Mon Apr 09 06:32:05 +0000 2018,RT @gabrieldance: we’ve talked with cambridge analytica. we’ve talked w chris wylie. we’ve talked with kogan about his infamous app. we’ve…,0.0,0.0,1.0,0.0,84
484,New York Times,Mon Apr 09 06:09:41 +0000 2018,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/AyGCxjbUTp",0.6124,0.0,0.792,0.208,85
485,New York Times,Mon Apr 09 05:51:57 +0000 2018,15 Lives Devoted to Hockey: A Look at Who Died in a Crash in Canada https://t.co/FHzwWleWQ6,-0.5574,0.315,0.55,0.135,86
486,New York Times,Mon Apr 09 05:41:01 +0000 2018,"Justice Dept., Pressured by Trump, Seeks to Speed Response to Congressional Inquiry https://t.co/khY6xcbzcN",0.3612,0.117,0.675,0.209,87
487,New York Times,Mon Apr 09 05:38:46 +0000 2018,"Have a craving for craving for deep, dark pools of warm chocolate, sweet pecans and fragrant coconut? https://t.co/6J9sNLn1pS",0.5994,0.0,0.754,0.246,88
488,New York Times,Mon Apr 09 05:22:17 +0000 2018,Here's how to start a fitness routine – and stick to it https://t.co/4w3uf4LhhZ,0.2732,0.0,0.826,0.174,89
489,New York Times,Mon Apr 09 05:04:14 +0000 2018,"Michigan will stop providing free bottled water to the city of Flint. City officials criticized the move, noting th… https://t.co/FKlz64hQeR",-0.1027,0.188,0.68,0.132,90
490,New York Times,Mon Apr 09 04:46:38 +0000 2018,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/2qZnmp8U21,0.0258,0.0,0.939,0.061,91
491,New York Times,Mon Apr 09 04:29:11 +0000 2018,"Once you immerse yourself in the tasty, convenient world of sheet-pan suppers, you won’t want to stop https://t.co/Zfz56ScoJu",-0.2263,0.113,0.821,0.067,92
492,New York Times,Mon Apr 09 04:12:01 +0000 2018,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/TPOpwz0ypP,-0.1531,0.074,0.926,0.0,93
493,New York Times,Mon Apr 09 03:52:37 +0000 2018,"For Luigi Di Maio, It’s Now or Never to Lead Italy. Unless It’s Later. https://t.co/z7ZQwMG4sB",0.0,0.0,1.0,0.0,94
494,New York Times,Mon Apr 09 03:48:06 +0000 2018,"NYT journalists scoured old Islamic State offices in Iraq, gathering over 15,000 pages of internal records abandone… https://t.co/ITQZbJsbmK",0.0,0.0,1.0,0.0,95
495,New York Times,Mon Apr 09 03:30:11 +0000 2018,RT @AllMattNYT: SCOOP: “You are the product” — @NYTimes found Facebook users whose data was harvested by Cambridge Analytica. They are the…,0.3254,0.0,0.896,0.104,96
496,New York Times,Mon Apr 09 03:22:03 +0000 2018,Friends of Todd Brassner remember the man who died in a fire at Trump Tower on Saturday https://t.co/69sA8IQbf8,-0.4404,0.26,0.606,0.134,97
497,New York Times,Mon Apr 09 03:09:28 +0000 2018,Pyongyang Welcomes Hundreds of Foreigners for Yearly Marathon https://t.co/HA0Qam6afq,0.4019,0.0,0.748,0.252,98
498,New York Times,Mon Apr 09 03:02:57 +0000 2018,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/zas6Z1fKBR",0.6124,0.0,0.792,0.208,99
499,New York Times,Mon Apr 09 02:45:12 +0000 2018,The tiny elevator in a Brooklyn housing project will forever be tainted by the murder of a 6-year-old inside nearly… https://t.co/EyJA7ZTETJ,-0.6908,0.207,0.793,0.0,100
